open,high,low,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,average_price,price_change,target_close
26880.26,27150.0,26825.11,14434.54718,389225653.7451669,481382,6769.94368,182562924.6341634,26987.555,222.1700000000019,26747.78
27102.42,27277.55,26666.03,21347.87279,575213570.2794422,568937,9855.43959,265526847.33206752,26971.79,-354.6399999999994,26849.27
26747.78,27099.89,26538.21,26458.83828,709594996.7242744,717111,12639.67925,338982776.4596819,26819.05,101.4900000000016,27219.61
26849.28,27495.83,26798.11,38700.83858,1054565781.6023751,816399,18966.20117,516737777.2652495,27146.97,370.33000000000175,26329.01
27219.61,27219.61,26080.5,54393.0657,1442636235.4543552,1012767,26698.91191,707870181.8163438,26650.055,-890.6000000000022,26473.79
26329.0,26631.98,25871.89,37435.44895,984117789.7017612,753125,17773.08882,467287939.9395918,26251.934999999998,144.79000000000087,26705.92
26473.8,26932.16,26327.24,35061.18713,932817724.5940099,655755,16507.37461,439209106.74467194,26629.7,232.11999999999898,26854.27
26705.93,26895.0,26551.0,15095.6867,403337263.0344908,415694,7152.30076,191116596.77267233,26723.0,148.34000000000015,28065.0
26854.28,28261.32,26764.36,43916.00855,1205762341.9704952,843861,23346.55866,640869473.6004443,27512.84,1210.7200000000012,27736.4
28065.01,28447.14,27524.6,42385.41945,1182678581.6346693,805579,20199.85331,563722083.6591941,27985.87,-328.60999999999694,27694.4
27736.39,28038.59,27554.0,32686.75371,908653906.0072743,745633,15196.52438,422438614.8525725,27796.295,-41.98999999999796,27210.35
27694.39,27835.51,26839.01,46588.80573,1265952178.7798684,908537,21962.66824,596493723.439264,27337.26,-484.0400000000009,26817.93
27210.36,27350.0,26605.05,39217.8088,1055132509.8658342,814389,18620.69161,500960557.9227829,26977.525,-392.4300000000003,27242.59
26817.93,27300.0,26505.0,36380.90269,983857061.640842,811087,18134.67738,490485191.7880676,26902.5,424.65999999999985,27069.22
27242.59,27333.29,26914.93,16595.34117,450588672.4704081,466520,7745.7868,210327639.56108248,27124.11,-173.36999999999898,27115.21
27069.22,27455.02,26951.0,19258.41049,523747237.4389696,504474,9511.72432,258699846.47588032,27203.010000000002,45.98999999999796,25728.2
27115.2,27129.33,25388.0,65805.60305,1722665798.0920303,1420829,30583.35138,799867474.2125897,26258.665,-1387.0,27230.08
25728.2,27355.33,25351.02,68392.60438,1797636024.0812125,1345725,35083.7879,922716234.2100114,26353.175000000003,1501.880000000001,26339.34
27230.07,27391.77,26125.01,59619.44364,1589291467.5372329,1311928,28095.50924,749083400.1203891,26758.39,-890.7299999999996,26498.61
26339.34,26810.0,26210.0,31075.51083,823023638.236875,848252,14614.60741,387105933.4399799,26510.0,159.27000000000044,26477.81
26498.62,26783.33,26269.91,27934.7097,741158215.0539023,746911,12757.07361,338454644.8956143,26526.620000000003,-20.80999999999767,25841.21
26477.8,26533.87,25358.0,64944.60108,1673795235.4008925,1713871,31558.13098,813190388.2485608,25945.934999999998,-636.5900000000001,25925.55
25841.22,26206.88,25634.7,30014.29595,776111471.8669971,833902,14266.10759,368954010.80744416,25920.79,84.32999999999811,25905.19
25925.54,26106.48,25602.11,29900.50893,773303698.8633221,858037,14219.97114,367770742.66004,25854.295,-20.350000000002183,25934.25
25905.2,26433.21,25712.57,41065.60853,1068985236.5126554,1007138,20120.32689,523776704.241491,26072.89,29.049999999999272,25128.6
25934.24,26098.0,24820.56,45077.31608,1152808416.919793,957418,20726.13761,530122336.3788532,25459.28,-805.640000000003,25598.49
25128.6,25759.01,24800.0,48664.86063,1224436974.8502872,943268,24035.81623,604884325.2462568,25279.504999999997,469.89000000000306,26345.0
25598.49,26518.0,25175.56,51596.91662,1335158158.639614,926194,24055.65943,622525707.6049981,25846.78,746.5099999999984,26516.99
26345.01,26839.99,26181.0,27842.2195,738491809.8811625,666967,13843.65158,367248705.0054073,26510.495000000003,171.9800000000032,26339.97
26516.99,26700.0,26255.85,21538.31022,571013013.8553362,555956,10367.07533,274864183.4442869,26477.925,-177.02000000000044,26844.35
26339.98,27068.09,26256.61,35872.65974,954193987.2948112,732735,17593.19977,468128198.05453104,26662.35,504.369999999999,28307.99
26844.35,28402.74,26652.0,69666.95525,1912797983.5310051,1189024,35052.57462,962782935.68993,27527.370000000003,1463.640000000003,29993.89
28308.0,30800.0,28257.99,108926.40412,3210301129.3662906,1872873,55846.96952,1646165465.2449384,29528.995000000003,1685.8899999999994,29884.92
29993.89,30500.0,29525.61,59054.5646,1775822103.7632556,1146092,27902.93312,839284260.1798254,30012.805,-108.97000000000116,30688.5
29884.92,31431.94,29800.0,73931.89635,2265077496.195469,1338533,36289.3174,1112439184.9506557,30615.97,803.5800000000017,30527.43
30688.51,30800.0,30250.0,30513.30135,933244397.7040019,776343,14497.56447,443500647.92208225,30525.0,-161.0799999999981,30462.66
30527.44,31046.01,30277.49,30223.44801,926316644.4167664,789910,14627.97473,448414594.5587875,30661.75,-64.77999999999884,30267.99
30462.67,30666.0,29930.0,45180.41489,1367837657.5451825,954783,22277.58284,674540668.5726604,30298.0,-194.67999999999665,30692.44
30267.99,30994.97,30226.17,42699.64157,1306206257.0193572,824373,21151.29517,647203906.7656411,30610.57,424.4499999999971,30077.41
30692.44,30709.74,29858.8,40463.51937,1224103637.6132562,895470,19176.75428,580226725.8333887,30284.27,-615.0299999999988,30447.31
30077.4,30843.98,30049.98,36330.62903,1107940389.9242406,758428,17834.38857,543872730.2617269,30446.98,369.90999999999985,30472.0
30447.31,31282.0,29500.0,89419.07618,2726355505.5063505,1559366,44319.81254,1351735332.8585768,30391.0,24.68999999999869,30585.9
30471.99,30661.6,30320.57,17501.75075,533859338.1325383,567975,8102.13876,247175148.950766,30491.085,113.90999999999985,30617.03
30585.9,30791.0,30155.0,23286.41019,711031423.4334425,591533,10630.2474,324616031.9581684,30473.0,31.12999999999738,31156.2
30617.02,31380.0,30570.27,43761.64311,1352635339.5043936,781855,20885.94331,645698735.3773495,30975.135000000002,539.1800000000003,30766.51
31156.2,31350.69,30620.0,33206.11943,1028794008.5245212,779472,14107.36566,437126154.0841225,30985.345,-389.6900000000023,30504.81
30766.52,30878.07,30200.0,33215.67122,1013694790.31705,827926,15619.11716,476478254.94341326,30539.035,-261.7099999999991,29895.43
30504.8,31500.0,29850.45,71319.6261,2181763648.99527,1397042,33952.63237,1039137135.293551,30675.225,-609.369999999999,30344.7
29895.42,30449.0,29701.02,34070.53895,1027461795.2332093,912948,14875.86309,448638761.3838917,30075.010000000002,449.2800000000025,30284.63
30344.7,30386.81,30044.47,13094.59042,395759717.57242787,480214,5990.91468,181083431.1999306,30215.64,-60.06999999999971,30160.71
30284.63,30445.52,30061.12,15388.50196,465781514.2589476,473168,7017.35093,212433521.88972887,30253.32,-123.92000000000189,30411.57
30160.71,31045.78,29950.0,41262.87652,1254289037.7420728,896853,19574.2347,595390893.1450084,30497.89,250.86000000000058,30622.1
30411.57,30813.63,30300.0,28476.83311,868966244.2412691,691213,13670.16079,417204801.1629621,30556.815000000002,210.52999999999884,30380.0
30622.1,30983.25,30210.0,38108.99669,1166497472.4331727,784195,18251.27965,558742524.9312288,30596.625,-242.09999999999854,31454.23
30380.0,31804.2,30251.0,70772.51836,2194927210.224416,1301632,36084.84178,1119542855.1513171,31027.6,1074.2299999999996,30312.01
31454.23,31630.0,29900.0,60749.48424,1869443273.7476244,1274387,28513.77996,877642037.8224415,30765.0,-1142.2200000000012,30289.52
30312.0,30390.9,30200.0,14118.55329,427921094.3021783,488354,6430.54981,194912673.91192168,30295.45,-22.479999999999563,30231.99
30289.52,30441.46,30064.29,15760.1281,477189328.0072937,494225,7322.44372,221713710.223243,30252.875,-57.529999999998836,30138.0
30232.0,30336.96,29659.2,30882.76839,929647644.243343,816466,14352.21893,432105955.4547703,29998.08,-94.0,29859.13
30138.01,30239.78,29512.0,30003.8601,897157095.477411,754775,13771.19621,411748868.0629127,29875.89,-278.8799999999974,29909.21
29859.14,30189.09,29761.96,25657.36137,769254865.285115,617415,12260.98321,367624217.9174355,29975.525,50.06999999999971,29800.0
29909.21,30417.46,29570.96,37540.68193,1125950643.7116497,749723,18061.33493,541742405.5204978,29994.21,-109.20999999999913,29901.72
29800.0,30061.7,29726.34,23881.40865,713123417.7612139,555611,11566.3884,345404092.6459083,29894.02,101.72000000000116,29794.0
29901.72,29999.0,29625.1,14660.40467,437785700.3396102,423988,6725.50525,200848375.4485695,29812.05,-107.72000000000116,30083.75
29793.99,30350.0,29730.0,18292.78637,548940321.0915866,519434,8889.35695,266761143.41169807,30040.0,289.7599999999984,29176.5
30083.75,30099.58,28861.9,39628.99691,1162562413.8190155,869107,18047.66786,529388757.49158144,29480.74,-907.25,29228.91
29176.5,29376.0,29047.65,21565.7478,629531351.1145664,533797,10257.29455,299466722.1976085,29211.825,52.409999999999854,29351.96
29228.91,29690.0,29096.94,33931.63366,995569172.1396835,750401,15987.94266,469155943.83416,29393.47,123.04999999999927,29222.78
29351.95,29567.49,29083.85,22476.47626,659594157.3443576,583045,10384.95749,304728875.7312362,29325.67,-129.1700000000019,29314.14
29222.78,29542.22,29123.12,23993.61627,702705076.837866,543177,11422.36141,334588917.08832914,29332.67,91.36000000000058,29352.9
